"","variable.name","display.section","definition","code.list","lag","source","validity.years","notes","calculation","display.via.web"
"1762","ret_reg_ndots","notif_old","Registered, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1763","ret_rel","Notification","Relapse cases",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1764","ret_rel_clindx","Notification","Relapse pulmonary clinically diagnosed TB cases (not bacteriologically confirmed as positive for TB, but diagnosed with active TB by a clinician or another medical practitioner who has decided to give the patient a full course of TB treatment).",NA,0,"Notification, Data collection form","2013-","Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/",NA,1
"1765","ret_rel_dots","notif_old","DOTS, Relapse",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1766","ret_rel_ep","Notification","Relapse extrapulmonary cases (bacteriologically confirmed or clinically diagnosed)",NA,0,"Notification, Data collection form","2013-","Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/",NA,1
"1767","ret_rel_ep_cnu","EUR_notifs","Relapse extrapulmonary culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1768","ret_rel_ep_cp","EUR_notifs","Relapse extrapulmonary culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1769","ret_rel_labconf","Notification","Relapse  pulmonary bacteriologically confirmed TB cases (smear positive or culture positive or positive by WHO-recommended rapid diagnostics such as Xpert MTB/RIF).",NA,0,"Notification, Data collection form","2013-","Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/",NA,1
"1770","ret_rel_ndots","notif_old","Non-DOTS, Relapse",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1771","ret_rel_oth_cnu","EUR_notifs","Other relapse culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1772","ret_rel_oth_cp","EUR_notifs","Other relapse culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1773","ret_rel_sn_cnu","EUR_notifs","Relapse pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1774","ret_rel_sn_cp","EUR_notifs","Relapse pulmonary smear-negative culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1775","ret_rel_sp_cnu","EUR_notifs","Relapse pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1776","ret_rel_sp_cp","EUR_notifs","Relapse pulmonary smear-positive culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1777","ret_rel_su_cnu","EUR_notifs","Relapse pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1778","ret_rel_su_cp","EUR_notifs","Relapse pulmonary smear unknown / smear not done  culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1779","ret_tad","Notification","Treatment after default cases",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1780","ret_tad_dots","notif_old","DOTS, After-Default",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1781","ret_tad_ep_cnu","EUR_notifs","Treatment after default extrapulmonary culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1782","ret_tad_ep_cp","EUR_notifs","Treatment after default extrapulmonary culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1783","ret_tad_ndots","notif_old","Non-DOTS, After-Default",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1784","ret_tad_oth_cnu","EUR_notifs","Other treatment after default culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1785","ret_tad_oth_cp","EUR_notifs","Other treatment after default culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1786","ret_tad_sn_cnu","EUR_notifs","Treatment after default pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1787","ret_tad_sn_cp","EUR_notifs","Treatment after default pulmonary smear-negative culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1788","ret_tad_sp_cnu","EUR_notifs","Treatment after default pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1789","ret_tad_sp_cp","EUR_notifs","Treatment after default pulmonary smear-positive culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1790","ret_tad_su_cnu","EUR_notifs","Treatment after default pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1791","ret_tad_su_cp","EUR_notifs","Treatment after default pulmonary smear unknown / smear not done  culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1792","ret_taf","Notification","Treatment after failure cases",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1793","ret_taf_dots","notif_old","DOTS, After-Failure",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1794","ret_taf_ep_cnu","EUR_notifs","Treatment after failure extrapulmonary culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1795","ret_taf_ep_cp","EUR_notifs","Treatment after failure extrapulmonary culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1796","ret_taf_ndots","notif_old","Non-DOTS, After-Failure",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1797","ret_taf_oth_cnu","EUR_notifs","Other treatment after failure culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1798","ret_taf_oth_cp","EUR_notifs","Other treatment after failure culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1799","ret_taf_sn_cnu","EUR_notifs","Treatment after failure pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1800","ret_taf_sn_cp","EUR_notifs","Treatment after failure pulmonary smear-negative culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1801","ret_taf_sp_cnu","EUR_notifs","Treatment after failure pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1802","ret_taf_sp_cp","EUR_notifs","Treatment after failure pulmonary smear-positive culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1803","ret_taf_su_cnu","EUR_notifs","Treatment after failure pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1804","ret_taf_su_cp","EUR_notifs","Treatment after failure pulmonary smear unknown / smear not done  culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1805","ret_tnsfr_cul_dots","notif_old","Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1806","ret_tnsfr_cul_ndots","notif_old","Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1807","ret_tnsfr_dots","notif_old","Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1808","ret_tnsfr_lab_dots","notif_old","Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1809","ret_tnsfr_lab_ndots","notif_old","Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1810","ret_tnsfr_ndots","notif_old","Transferred, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",NA,-1,"Notification, Data collection form",NA,NA,NA,0
"1811","rev_newinc","Contacts preventive treatment","(If screen_data_available=61) Number of bacteriologically-confirmed pulmonary new and relapse TB cases whose medical records or treatment cards were included in the review",NA,NA,"Strategy, Data collection form","2019 -","Questions on screening contacts added 2020 data collection year",NA,1
"1812","rev_newinc_con","Contacts preventive treatment","(If screen_data_available=61) Number of household contacts identified from the bacteriologically-confirmed pulmonary new and relapse TB cases whose medical records or treatment cards were included in the review",NA,NA,"Strategy, Data collection form","2019 -","Questions on screening contacts added 2020 data collection year",NA,1
"1813","rev_newinc_con_screen","Contacts preventive treatment","(If screen_data_available=61) Number of household contacts who were evaluated for active TB and latent TB identified from the bacteriologically-confirmed pulmonary new and relapse TB cases whose medical records or treatment cards were included in the review",NA,NA,"Strategy, Data collection form","2019 -","Questions on screening contacts added 2020 data collection year",NA,1
"1814","risk_factor","Disaggregated estimates","Cases attributable to a specific risk factor","alc=Harmful use of alcohol; dia=Diabetes; hiv=HIV; smk=Smoking; und=Undernourishment; all=All (not disaggregated by specific risk factors)",0,"WHO GTB","2018 -","Part of long ('tidy') format added in 2019 dcyear",NA,1
"1815","rr_014","Drug resistance surveillance","Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and who are aged 0-14 years",NA,0,"DR surveillance data collection form","2016 - 2019","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.",NA,1
"1816","rr_15plus","Drug resistance surveillance","Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and who are aged 15 years and over",NA,0,"DR surveillance data collection form","2016 - 2019","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.",NA,1
"1817","rr_ageunk","Drug resistance surveillance","Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and whose age is unknown",NA,0,"DR surveillance data collection form","2016 - 2019","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.",NA,1
"1818","rr_bdqr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Bedaquiline",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1819","rr_cfzr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Clofazimine",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1820","rr_dlmr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Delamanid",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1821","rr_dr_2li","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to second-line injectable agents",NA,0,"DR surveillance data collection form","2016 - 2018","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.",NA,1
"1822","rr_dr_fq","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to fluoroquinolones",NA,0,"DR surveillance data collection form","2016 - 2018","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.",NA,1
"1823","rr_dr_fq_2li","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to both fluoroquinolones and second-line injectable agents",NA,0,"DR surveillance data collection form","2016 - 2018","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.",NA,1
"1824","rr_ds_fq2li","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and susceptible to both fluoroquinolones and second-line injectable agents",NA,0,"DR surveillance data collection form","2016 - 2018","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.",NA,1
"1825","rr_dst_rlt","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and with test results for any fluoroquinolone and any second-line injectable agent",NA,0,"DR surveillance data collection form","2016 - 2018","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Dropped 2020 data collection year when focus changed to testing just fluoroquinolones and not injectables.",NA,1
"1826","rr_dst_rlt_bdq","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and with test results for Bedaquiline",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1827","rr_dst_rlt_cfz","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and with test results for Clofazimine",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1828","rr_dst_rlt_dlm","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and with test results for Delamanid",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1829","rr_dst_rlt_fq","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and with test results for any fluoroquinolone",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year when focus changed to testing just fluoroquinolones (previously had also considered second-line injectables).",NA,1
"1830","rr_dst_rlt_lzd","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and with test results for Linozalid",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1831","rr_fqr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to fluoroquinolones",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year when focus changed to testing just fluoroquinolones (previously had also considered second-line injectables).",NA,1
"1832","rr_fqr_bdqr_lzdr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones, bedaquiline and linezolid.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1833","rr_fqr_bdqr_lzds","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones and bedaquiline but susceptible to linezolid.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1834","rr_fqr_bdqr_lzdu","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones and bedaquiline but unknown resistance to linezolid.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1835","rr_fqr_bdqs_lzdr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones and linezolid, but susceptible to bedaquiline.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1836","rr_fqr_bdqs_lzds","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones but susceptible to bedaquiline and linezolid.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1837","rr_fqr_bdqs_lzdu","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and fluoroquinolones, but susceptible to bedaquiline and with unknown resistance to linezolid.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1838","rr_fqr_bdqu_lzdr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones and linezolid, but unknown resistance to bedaquiline.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1839","rr_fqr_bdqu_lzds","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin, fluoroquinolones but susceptible to linezolid and unknown resistance to bedaquiline.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1840","rr_fqr_bdqu_lzdu","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and fluoroquinolones, but with unknown resistance to bedaquiline and linezolid.",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 to capture DST results for bedaquiline and linezolid to identify XDR-TB patients based on new definition introduced in 2021",NA,1
"1841","rr_hivneg","Drug resistance surveillance","Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and who are HIV-negative",NA,0,"DR surveillance data collection form","2016 - 2019","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.",NA,1
"1842","rr_hivpos","Drug resistance surveillance","Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and who are HIV-positive",NA,0,"DR surveillance data collection form","2016 - 2019","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.",NA,1
"1843","rr_hivunk","Drug resistance surveillance","Among patients with results for rifampicin testing in r_rlt_new and r_rlt_ret, number resistant to rifampicin and whose HIV status is unknown",NA,0,"DR surveillance data collection form","2016 - 2019","Introduced 2017 data collection year. Prior to that the focus was on MDR-TB patients with second-line DST. Stopped temporarily dcyear 2021.",NA,1
"1844","rr_lzdr","Drug resistance surveillance","Number of new or previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin and resistance to Linozalid",NA,0,"DR surveillance data collection form","2019 -","Introduced 2020 data collection year for EUR countries only",NA,0
"1845","rr_new","Drug resistance surveillance","Number of new bacteriologically confirmed pulmonary TB patients with resistance to rifampicin (RR-TB)",NA,0,"DR surveillance data collection form","2017 -","Introduced 2018 data collection year as part of reorganisation of the routine drug surveillance section. Denominator is r_rlt_new.",NA,1
"1846","rr_nmdr","Notification","Number of rifampicin-resistant patients who are not laboratory-confirmed MDR",NA,NA,"Notification, Data collection form","2013 only","Calculated variable (based on rapid_dx_dr_r and the xpert_dr_r_* variables); dropped 2015 data collection year",NA,0
"1847","rr_rel","Drug resistance surveillance","Number of bacteriologically confirmed pulmonary relapse TB patients  with resistance to rifampicin (RR-TB)",NA,0,"DR surveillance data collection form","2020 -","Introduced 2021 data collection year for high MDR-TB countries only.",NA,1
"1848","rr_ret","Drug resistance surveillance","Number of previously treated bacteriologically confirmed pulmonary TB patients with resistance to rifampicin (RR-TB)",NA,0,"DR surveillance data collection form","2017 -","Introduced 2018 data collection year as part of reorganisation of the routine drug surveillance section.  Denominator is r_rlt_ret.",NA,1
"1849","rr_sldst","Notification","Number of laboratory-confirmed RR-TB or MDR-TB cases tested for susceptibility to second-line drugs (fluoroquinolones and second-line injectable agents)",NA,0,NA,"2015 - 2018","Dropped 2020 data collection year -- too confusing when also have the routine DR surveillance section",NA,1
"1850","rrmdr_014_tx","Notification","The number of children aged 0-14 years among patients who started treatment for MDR-TB (regardless of whether rifampicin resistance was confirmed)",NA,0,"Notification, Data collection form","2018 -","Introduced 2020 data collection year but also backfilled to 2018 as needed for monitoring UNHLM targets",NA,1
"1851","rst_impl","Strategy","Has rapid speciation test for Mycobacterium tuberculosis cultures been implemented by public TB services for diagnosing TB?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1852","rst_in_guide","Strategy","Is rapid speciation test for Mycobacterium tuberculosis cultures included in TB control guidelines for diagnosis?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1853","rxsupport_community_coh","Community engagement","Total number of patients who started TB treatment and who received any form of treatment adherence support from community health workers / community volunteers in the Basic Management Units with data on community treatment adherence support",NA,NA,"Strategy, Data collection form","2013 -","Record in wrong place because refers to year 2 years before the data collection year!",NA,1
"1854","rxsupport_community_succ","Community engagement","Total number of patients who were cured or who completed treatment among the cases who started TB treatment and who received any form of treatment adherence support from community health workers / community volunteers in the Basic Management Units with data on community treatment adherence support",NA,NA,"Strategy, Data collection form","2013 -","Record in wrong place because refers to year 2 years before the data collection year!",NA,1
"1855","screen_data_available","Contacts preventive treatment","Are data available on the number of household contacts of TB cases who were evaluated for TB?","0=No; 60= Yes available from the routine surveillance system; 61=Yes estimated from a review of a random sample of medical records or treatment cards of TB patients representative of the national TB patient population; 5=Not applicable",0,"Strategy, Data collection form","2019 -","Questions on screening contacts added 2020 data collection year",NA,1
"1856","screen_immig","Strategy","Are immigrants routinely screened for TB?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"1857","sex","Disaggregated estimates","Sex","a=All (females and males); f=Females; m=Males",0,"WHO GTB","2017 -","Part of long ('tidy') format added in 2018 dcyear",NA,1
"1858","sld_stkout_cntr","Strategy","Were there any stock-outs (i.e. drugs not present for at least one day) of second-line TB drugs in MDR-TB management units at the central level during the year?","0=No; 1=yes;3=Don't know",0,"Strategy, Data collection form",NA,NA,NA,0
"1859","sld_stkout_periph","Strategy","Were there any stock-outs (i.e. drugs not present for at least one day) of second-line TB drugs in MDR-TB management units at the peripheral level during the year (which resulted in treatment interruption or
delay in start of treatment for TB patients)?","0=No; 1=yes;3=Don't know",0,"Strategy, Data collection form",NA,NA,NA,0
"1860","sldst","Laboratories","Number of sites providing phenotypic drug susceptibility testing for first-line drugs and second-line drugs at the end of the reporting year",NA,0,"Surveys and services, Data collection form","2015 - 2019","Dropped in 2021 dcyear",NA,1
"1861","sldst_avail","Strategy","Was second-line drug susceptibility testing available for TB National Treatment Programme patients?","0=No; 23=Yes within country;24=yes using laboratories in another country;25=yes using laboratories within and outside country",0,"Strategy, Data collection form",NA,NA,NA,0
"1862","sldst_avail_incntry","Laboratories","Was second-line drug susceptibility testing available within the country for TB National Treatment Programme patients?","0=No; 1=yes",0,"Strategy, Data collection form","2009  -2014","added in 2010 data collection form",NA,1
"1863","sldst_avail_outcntry","Laboratories","Was second-line drug susceptibility testing available outside the country for TB National Treatment Programme patients?","0=No; 1=yes",0,"Strategy, Data collection form","2009  -2014","added in 2010 data collection form",NA,1
"1864","sldst_eqa_pass","Laboratories","Number of sites providing phenotypic drug susceptibility testing for first-line drugs and second-line drugs that demonstrated proficiency by panel testing",NA,0,"Surveys and services, Data collection form","2015 - 2019","Dropped in 2021 dcyear",NA,1
"1865","sllpa","Laboratories","Number of sites providing Line Probe Assay (LPA) services for rifampicin, isoniazid, fluoroquinolones, second-line injectables",NA,0,"Surveys and services, Data collection form","2016 - 2019","Added 2016 data collection form, Dropped in 2021 dcyear",NA,1
"1866","sllpa_eqa_pass","Laboratories","Number of sites providing Line Probe Assay (LPA) services for rifampicin, isoniazid, fluoroquinolones, second-line injectables that demonstrated proficiency by panel testing",NA,0,"Surveys and services, Data collection form","2016 - 2019","Added 2016 data collection form, Dropped in 2021 dcyear",NA,1
"1867","smear","Laboratories","Number of sites providing TB diagnostic services using smear microscopy (including fluorescent) at the end of the reporting year",NA,0,"Surveys and services, Data collection form","2015 -","Added ""(including fluorescent) in dcyear 2021",NA,1
"1868","smear_eqa","Laboratories","Number of sites providing TB diagnostic services using smear microscopy covered by a comprehensive EQA system",NA,0,"Surveys and services, Data collection form","2015 - 2019","Dropped in 2021 dcyear",NA,1
"1869","smear_eqa_pass","Laboratories","Number of sites providing TB diagnostic services using smear microscopy (including fluorescent) that demonstrated proficiency by panel testing in the reporting year",NA,0,"Surveys and services, Data collection","2020 -","Part of major revision of lab variables in dcyear 2021",NA,1
"1870","source_drs_coverage_new","Estimates","Indicates whether national or subnational data from drug resistance surveys or surveillance was used to estimate the proportion of new TB cases with MDR-TB",NA,0,"WHO STB TME"," up to 2019","Instructed to remove this 2021 dcyear",NA,0
"1871","source_drs_coverage_ret","Estimates","Indicates whether national or subnational data from drug resistance surveys or surveillance was used to estimate the proportion of previously treated TB cases with MDR-TB",NA,0,"WHO STB TME"," up to 2019","Instructed to remove this 2021 dcyear",NA,0
"1872","source_drs_year_new","Estimates","Year of drug resistance surveillance, survey or model used to estimate proportion of new TB cases with MDR-TB",NA,0,"WHO STB TME"," up to 2019","Instructed to remove this 2021 dcyear",NA,0
"1873","source_drs_year_ret","Estimates","Year of drug resistance surveillance, survey or model used to estimate proportion of previously treated TB cases with MDR-TB",NA,0,"WHO STB TME"," up to 2019","Instructed to remove this 2021 dcyear",NA,0
"1874","source_hh","Latent TB infection estimates","Source of estimate of average household size",NA,NA,"WHO GTB","2015 -",NA,NA,1
"1875","source_inc","Estimates","Method to derive incidence estimates",NA,0,"WHO STB TME",NA,NA,NA,0
"1876","source_mdr_new","Estimates","Method used to estimate proportion of new TB patients with MDR-TB",NA,0,"WHO STB TME","2010-2014",NA,NA,0
"1877","source_mdr_ret","Estimates","Method used to estimate proportion of previously-treated TB patients with MDR-TB",NA,0,"WHO STB TME","2010-2014",NA,NA,0
"1878","source_mort","Estimates","Method to derive mortality estimates",NA,0,"WHO STB TME",NA,NA,NA,0
"1879","source_prev","Estimates","Method to derive prevalence estimates",NA,0,"WHO STB TME",NA,NA,NA,0
"1880","source_rr_new","Estimates","Method used to estimate proportion of new TB patients with rifampicin-resistant TB",NA,0,"WHO GTB","2015 -","Instructed to remove this 2021 dcyear, reintroduced 2022 dcyear",NA,1
"1881","source_rr_ret","Estimates","Method used to estimate proportion of previously treated TB patients with rifampicin-resistant TB",NA,0,"WHO GTB","2015 -","Instructed to remove this 2021 dcyear, reintroduced 2022 dcyear",NA,1
"1882","source_tbhiv","Estimates","Method to derive TBHIV estimates",NA,0,"WHO STB TME",NA,NA,NA,0
"1883","sp","Prevalence surveys","Number of pulmonary smear-positive cases found among participants in the prevalence survey",NA,NA,"External (from prevalence survey reports and analyses)",NA,NA,NA,0
"1884","sp_(numbers)","Prevalence surveys","Number of pulmonary smear-positive cases found among the age group indicated by the numbers after sp_ (e.g. sp_10_14 is for age group 10 - 14 years)",NA,NA,"External (from prevalence survey reports and analyses)",NA,NA,NA,0
